2021-07-18 15:45:22,Telkomsel,Indonesia,"b'@hatebikes18 Hai, Kak Wahyu. Maaf ya. Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manual da\xe2\x80\xa6 https://t.co/xMqomxgnh6'"
2021-07-18 15:43:45,hatebikes18,Semarang,b'@Telkomsel tolong dibenahi jaringan tsel di daerah kec.argomulyo kel.randuacir salatiga masih blm optimal.. sinyal naik turun..'
2021-07-18 15:42:13,Jaeyoungjung3,"Seoul, Republic of Korea","b'@Telkomsel Udah dari seminggu lalu juga kerjaan saya hidup matikan koneksi datanya,malah ampe non aktifkan ponsel,tetep aja jaringan lemot'"
2021-07-18 15:35:56,Jaeyoungjung3,"Seoul, Republic of Korea",b'Apan yang katanya jaringan bagus ampe kepelosok daerah....\nBuka website aja dari kemaren ga bisa samsek..\xe2\x80\xa6 https://t.co/dUGvNJ8RMB'
2021-07-18 15:35:12,Telkomsel,Indonesia,"b'@jaka0178 Hai, Kak Zack. Maaf ya, perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manual\xe2\x80\xa6 https://t.co/4UxYxWM9RG'"
2021-07-18 15:23:12,Telkomsel,Indonesia,"b'@adhityaresna Hai, Kak Josef. Maaf ya jadi ga nyaman. Terkait keluhan tidak bisa akses internet , Sebelumnya apakah\xe2\x80\xa6 https://t.co/T3d1wTayzp'"
2021-07-18 15:21:10,Telkomsel,Indonesia,"b'@sepatutayo Malam, Kak Syafa. Maafin ya Kak, buat keluhan sinyal gak stabil, udah cobain pindahin mode jaringan dar\xe2\x80\xa6 https://t.co/UeCeFxGs2h'"
2021-07-18 15:18:04,Telkomsel,Indonesia,"b'@thelittlefrog Malam, Kak Penny. Maafin ya akses Zoom-nya jadi keganggu :( buat kendala akses data gak stabil, udah\xe2\x80\xa6 https://t.co/bfNO72tbo0'"
2021-07-18 14:58:46,perdoelkdw,indramayu,b'@Telkomsel No 081224142626\nLokasi desa kedungwungu kecamatan krangkeng kabupaten indramayu. \nBukan 1 atau 2 nomor t\xe2\x80\xa6 https://t.co/XYqNid4sOL'
2021-07-18 14:57:12,Utsurii_,Indonesia,"b'@dliwelah Iya sama, ini masalahnya di indihome dan jaringan telkomsel juga ya? Soalnya pakai data cellular juga gak bisa.'"
2021-07-18 14:53:35,Telkomsel,Indonesia,"b'@lailiafifahhh Hai, Kak Lailia. Maaf ya :( Perihal kendala sinyal, Apa sudah coba pindahkan jaringan dari otomatis\xe2\x80\xa6 https://t.co/EuxMMhCK1r'"
2021-07-18 14:48:46,Telkomsel,Indonesia,"b'@widy_d3m Hai, Kak Widy. Maaf ya, perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manual\xe2\x80\xa6 https://t.co/eYTnGkLdpC'"
2021-07-18 14:43:47,Telkomsel,Indonesia,"b'@13_budianto Maaf ya, Kak Budianto :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara OF\xe2\x80\xa6 https://t.co/A49atv1SDE'"
2021-07-18 14:40:34,13_budianto,,"b'@Telkomsel Sampai kapan jaringan bermasalah??\nMusim PKKM gini... WFH, BDR, dan sebagainya dilakukan dari rumah yang\xe2\x80\xa6 https://t.co/RFYaRS9imN'"
2021-07-18 14:35:41,Telkomsel,Indonesia,"b'@iimfz19 Malam, Kak Ilham. Maafin ya Kak, buat kendala akses data lambat, udah coba refresh jaringan OFF-kan data s\xe2\x80\xa6 https://t.co/eJyVq9Tl4N'"
2021-07-18 14:33:08,fatichagung,+62,b'ini telkomsel kenapa lagi si ya Allah \xf0\x9f\x98\xad masak harus pake jaringan 3G dulu baru bisa dipake internetan \xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2021-07-18 14:23:54,yunhoyaaaaaa,🔞,b'Sumpah kesel bgt sama telkomsel KENAPA JARINGAN JELEK DISAAT KAYAK GINI AKAKSHHSAKKA'
2021-07-18 14:22:35,Telkomsel,Indonesia,"b'@rafaeldiotama Malam, Kak Dio. Maafin ya Kak, buat keluhan sinyal gak stabil, udah cobain pindahin mode jaringan da\xe2\x80\xa6 https://t.co/DWMSTctjpu'"
2021-07-18 14:21:46,Telkomsel,Indonesia,"b'@tikitaka2424 Hai, Kak Tiko. Maaf ya. Terkait keluhan jaringan pada akses tertentu, boleh mimin bantu cek dulu ya.\xe2\x80\xa6 https://t.co/NXYNVIlirp'"
2021-07-18 14:11:30,Telkomsel,Indonesia,"b'@xxmejikuhibiniu Malam, Kak Moon. Maafin banget ya, buat keluhan saat melakukan panggilan terputus, udah cobain pin\xe2\x80\xa6 https://t.co/S6iYmqAYJr'"
2021-07-18 14:08:22,Rahmadaniaa_,Banjarmasin - Indonesia,b'Leletnya ay telkomsel nih gara2 disuruh me upgrade tpi ku kda hakunkah jdi di lambatinya jaringan \xf0\x9f\x98\x91'
2021-07-18 14:02:22,ulfanurha11,,b'@Telkomsel jaringan makin kesini makin lemot yah apa ga akan ada perubahan gitu ? Perbaikin lah masa kaga ada kemaj\xe2\x80\xa6 https://t.co/BYjBOtPbq4'
2021-07-18 14:00:25,johnnyboy990,,b'mahal doang tp jaringan cacat @Telkomsel'
2021-07-18 13:57:28,il_gigikita,Bekasi,"b'@Telkomsel  knp sekarang lemot minta ampun ya,jaringan ga stabil https://t.co/n8P2kxdAhN'"
2021-07-18 13:55:07,tasyaaagbn_,,"b'jaringan @Telkomsel makin lama makin ngelag ya bundd :"")'"
2021-07-18 13:51:23,Telkomsel,Indonesia,"b'@Budi38290366 Hai, Kak Budi. Maaf ya. Jika sinyal hilang, udah coba pindahin jaringan dari otomatis ke manual dan k\xe2\x80\xa6 https://t.co/UsISoLXwmF'"
2021-07-18 13:41:02,Telkomsel,Indonesia,"b'@ehaanr_ Hai, Kak. Maaf ya \xf0\x9f\x98\x9f Jika sinyal berkendala, udah coba pindahin jaringan dari otomatis ke manual dan kembal\xe2\x80\xa6 https://t.co/QgypK1NrLN'"
2021-07-18 13:39:35,ehaanr_,"Bogor, Jawa Barat","b'dear @Telkomsel jaringan anda sampah sekali, harga doang mahal.'"
2021-07-18 12:56:19,sporttiaphari,,"b'@HillPratama Lihat aja deh nanti. Prediksi gw, yang udah Premier Platinum bisa di desktop juga. Kalau cuma pake jar\xe2\x80\xa6 https://t.co/68RpsT4qYK'"
2021-07-18 12:45:21,baksocampur,Indonesia,b'Jaringan telkomsel dari siang kek taik.'
2021-07-18 12:39:33,Telkomsel,Indonesia,"b'@kangmasbagong_ Hai, Kak Aan. Maaf banget ya, Seperti yang telah disampaikan rekan mimin di DM, untuk kendala jarin\xe2\x80\xa6 https://t.co/E4nwZH3QRV'"
2021-07-18 12:36:27,kangmasbagong_,"Bekasi, Jawa Barat",b'Dari kemarin ne jaringan ga pernah bener dah @Telkomsel'
2021-07-18 12:35:04,weayuw,Indonesia,b'Kenapa saat gue udah apdet 25gb jaringan anda leletttt TELKOMSEEEEEELLLLLLL @Telkomsel'
2021-07-18 12:34:43,Telkomsel,Indonesia,"b'@darmalemieux Hai, Kak. Maaf ya :( perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/xxKiw1JhfR'"
2021-07-18 12:27:39,Telkomsel,Indonesia,"b'@_mhmmdfaisal Duh, Maaf ya Kak Faisal :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara\xe2\x80\xa6 https://t.co/6DZK3yXGTU'"
2021-07-18 11:54:37,Telkomsel,Indonesia,"b'@LadiesMan_98 Hai, Kak Kesuma. Maaf ya. Jika sinyal lemah, udah coba pindahin jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/cH1aJPxbL3'"
2021-07-18 11:49:51,Telkomsel,Indonesia,"b'@enricaafo Hai, Kak. Maaf ya, perihal kendala sinyal. Apa sudah coba pindahkan jaringan dari otomatis ke manual dan\xe2\x80\xa6 https://t.co/SuL46CrWZ9'"
2021-07-18 11:34:56,ZafranDede,,"b'@Telkomsel mohon bantuannya, kanapa jaringan pada kartu telkomsel saya sos, saya udah restart kemudian cek posisi k\xe2\x80\xa6 https://t.co/tMoznCU2XV'"
2021-07-18 11:31:01,vidio,Indonesia,b'Atlet Lari dan Weightlifting Indonesia juga berpartisipasi di ajang Tokyo Olympic loh! \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nYuk kenalan dulu sama me\xe2\x80\xa6 https://t.co/pYF8324IRV'
2021-07-18 11:17:05,lopelope12_,,b'Jaringan @Telkomsel lemot parah \xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2021-07-18 10:53:03,apiah_agustiani,Cipeucang シ,b'@Telkomsel kenapa jaringan telkomsel saya muter terus ya min? Padahal kuota saya banyak\xf0\x9f\xa5\xb2'
2021-07-18 10:45:57,deniarfian5,Jakarta,"b'@Telkomsel jaringan mu kembali busuk , stop kasih saya saran saran basi dari cs, yg cuma janji di laporkan ke tekni\xe2\x80\xa6 https://t.co/69Q6nBUSzv'"
2021-07-18 10:43:08,Halidth,Jakarta,"b'@Telkomsel Sudah saya DM tolong dijawab.... Jangan cuma janji aja, perbaiki jaringan kalian, beli modem orbit max\xe2\x80\xa6 https://t.co/gCCDc3ray4'"
2021-07-18 10:35:03,Telkomsel,Indonesia,"b'@11denjaka Hai, Kak Jaka. Maaf ya. Terkait kendala sinyal, jika sudah coba pindahin jaringan dari otomatis ke manua\xe2\x80\xa6 https://t.co/vFO4av3WsR'"
2021-07-18 10:19:40,Telkomsel,Indonesia,"b'@fluktuasilogika Maaf ya, Kak Abuy :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara OF\xe2\x80\xa6 https://t.co/2hukN598jW'"
2021-07-18 10:07:42,Telkomsel,Indonesia,"b'@Halidth Maaf ya, Kak Halid :( Perihal internet lambat. Apa Kakak sudah coba refresh jaringan dengan cara OFF-ON da\xe2\x80\xa6 https://t.co/DlEvGiOWCr'"
2021-07-18 10:06:32,twittataa,Indonesia,b'@Telkomsel koneksi lemot banget ganggu bgt. Mau dispeed test utk proof jg laman speed test nya gak keload terus. In\xe2\x80\xa6 https://t.co/FA066CToJg'
2021-07-18 09:56:23,bangkiky_,"ÜT: -6.236122,107.004034","b'andai saja @Telkomsel seperti ini,  jaringan dah cangih 5G tapi belum bisa buat hp yang ada fitur eSIM\xe2\x80\xa6 https://t.co/3Ktm8BLjHy'"
2021-07-18 09:39:39,Sabrero,Between the moon and you,"b'@Telkomsel Hi min, aku pengguna hp POCO F3 yg sdh memiliki fitur 5G. Apakah sudah bisa mendapatkan layanan jaringan\xe2\x80\xa6 https://t.co/XYJDObM2LQ'"
2021-07-18 09:00:19,Telkomsel,Indonesia,"b'@Ltsamune Hai, Kak Akmal. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga s\xe2\x80\xa6 https://t.co/sNHuQ8F9TF'"
2021-07-18 08:45:25,Telkomsel,Indonesia,"b'@dinatasiaka22 @simPATI Hai, Kak Dian. Maaf banget ya jadi ga nyaman. Terkait keluhan sinyal yang tidak stabil. Apa\xe2\x80\xa6 https://t.co/vOnrlUzIES'"
2021-07-18 08:19:12,cindertala,,"b'Provider yg ada sinyal di sini cuma XL &amp; Telkomsel, meski XL lebih unggul. Sinyal internetnya aja nih yg masih berm\xe2\x80\xa6 https://t.co/JEBaCkhgpj'"
2021-07-18 07:51:17,Telkomsel,Indonesia,"b'@niamsudrun75 @IndiHome Halo, Kak. Mohon maaf ya, mengenai keluhan sinyal tidak stabil, apakah sebelumnya sudah men\xe2\x80\xa6 https://t.co/HvkMCfVcnb'"
2021-07-18 07:47:23,Telkomsel,Indonesia,"b'@Flawsome25 Halo, Kak Riss. Mohon maaf ya, mengenai keluhan akses internet lambat, apakah sebelumnya sudah mencoba\xe2\x80\xa6 https://t.co/kSqtErwgpB'"
2021-07-18 07:46:50,Telkomsel,Indonesia,"b'@DediiV Halo, Kak Diana. Mohon maaf ya, mengenai keluhan sinyal yang menyebabkan akses internet lambat, apakah sebe\xe2\x80\xa6 https://t.co/BD75jD5VNF'"
2021-07-18 07:44:44,ulfahnurfaidah,"DKI Jakarta, Indonesia",b'Jaringan internet telkomsel makin hari makin bapuk \xf0\x9f\x98\xad'
2021-07-18 07:03:58,Telkomsel,Indonesia,"b'@muhammadulun Hai, Kak Ulun. Maaf ya. Jika sinyal ga stabil, udah coba pindahin jaringan dari otomatis ke manual da\xe2\x80\xa6 https://t.co/GgjIiUnPJ3'"
2021-07-18 06:17:42,Telkomsel,Indonesia,"b'@Wirawan_doyle Hai, Kak Wendi. Mohon maaf terkait kendala sinyal hilang kak, apakah sebelumnya sudah mencoba refres\xe2\x80\xa6 https://t.co/pHVZ6K1PIj'"
2021-07-18 06:15:56,Telkomsel,Indonesia,"b'@AdiMuhamadFaja1 Hai, Kak. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga\xe2\x80\xa6 https://t.co/wNFh3ggK53'"
2021-07-18 06:14:47,Telkomsel,Indonesia,"b'@ocy_achmad Halo, Kak Diana. Mohon maaf ya, mengenai keluhan sinyal yang menyebabkan akses internet lambat, apakah\xe2\x80\xa6 https://t.co/HCwt0ORbSt'"
2021-07-18 06:14:12,Telkomsel,Indonesia,"b'@rahmad_kh Hai, Kak. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga stabil\xe2\x80\xa6 https://t.co/6OrO3HWRst'"
2021-07-18 06:13:35,Telkomsel,Indonesia,"b'@PemburuVampiir Halo, Kak. Mohon maaf ya, mengenai keluhan sinyal tidak stabil, apakah sebelumnya sudah mencoba ref\xe2\x80\xa6 https://t.co/74FhTrPK92'"
2021-07-18 06:13:29,Wirawan_doyle,"ÜT: -6.2427289,107.0183253","b'@Telkomsel paketnya OMG,emang OMG pelayanannya,bad service sekali, sinyal ampas ditawarin ke konsumen,tiap hr seper\xe2\x80\xa6 https://t.co/7nxZ5bb2Z7'"
2021-07-18 06:12:58,Telkomsel,Indonesia,"b'@Halidth Hai, Kak Halid. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga st\xe2\x80\xa6 https://t.co/No5MxOZKAg'"
2021-07-18 06:11:58,Telkomsel,Indonesia,"b'@diandraardiana Halo, Kak Diana. Mohon maaf ya, mengenai keluhan sinyal yang menyebabkan akses internet lambat, apa\xe2\x80\xa6 https://t.co/PLkLXg8uYh'"
2021-07-18 06:11:18,Telkomsel,Indonesia,"b'@Laras299 Hai, Kak Laras. Maaf jadi ga nyaman. Mengenai kendala sinyal yang menyebabkan akses data lambat atau ga s\xe2\x80\xa6 https://t.co/nHzv3ZWkWz'"
2021-07-18 06:06:33,AdiMuhamadFaja1,,b'@Telkomsel. Boleh nanya... Kok di rumah saya jaringan Telkomsel sering down y? Dari 4g-2g. Itu kadang bisa 2-3 kali\xe2\x80\xa6 https://t.co/OuqzRCVzWZ'
2021-07-18 05:48:08,vidio,Indonesia,"b'@iAmIwhan Hai Kak, bagi pelanggan Telkomsel, yang menggunakan jaringan Telkomsel dapat menyaksikan tayangan Olympic\xe2\x80\xa6 https://t.co/zp7Bu5nCgy'"
2021-07-18 05:08:46,nino_na_tris,"Kuningan, Jawa Barat","b'@Telkomsel min kok jaringannya masih sama seperti kemaren2 sih, buffering terus loading terus gak jalan2...ada apa\xe2\x80\xa6 https://t.co/aYpkWE0OUd'"
2021-07-18 04:33:38,Pasranto_G,"Kota Medan, Sumatera Utara",b'@Telkomsel Dah lah ... Muak lama\xc2\xb2 sama telkomsel . Aplikasi my telkomsel makin bagus tapi kualitas jaringan dan kua\xe2\x80\xa6 https://t.co/MSOkeSJOMN'
2021-07-18 04:31:04,Telkomsel,Indonesia,"b'@utimutie Hai, Kak Uti. Maaf ya jadi gak nyaman. Terkait kendala jaringan lemah, yuk infokan nomor HP, lokasi, tang\xe2\x80\xa6 https://t.co/pnqcpUZkDv'"
2021-07-18 04:29:43,Telkomsel,Indonesia,"b'@DtuSuryadi Hai, Kak Detu. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumnya sudah mencoba\xe2\x80\xa6 https://t.co/vKhsi8oA9G'"
2021-07-18 04:29:24,Pasranto_G,"Kota Medan, Sumatera Utara","b'@Telkomsel  halooo telkomsel kenapa makin kesini jaringan telkomsel lelet banget , uda gitu jaringan suka hilang\xc2\xb2 l\xe2\x80\xa6 https://t.co/j9vctGf0al'"
2021-07-18 04:05:33,Telkomsel,Indonesia,"b'@zahrarisqita Siang, Kak Azzahra. Mengenai kuota nasional merupakan kuota yang bisa digunakan di seluruh Indonesia\xe2\x80\xa6 https://t.co/7zhPnsTIoQ'"
2021-07-18 03:42:13,RikiKurvi,,"b'Disaat orang #DirumajSaja tapi jaringan internet nyaris tidak ada, disitu kadang aku mau teriak... \nCoba cek kawasa\xe2\x80\xa6 https://t.co/Kxhlc0rJif'"
2021-07-18 03:16:42,Anggysiregar16,"Kota Tanjung Pinang, Kepulauan","b'Jadi ceritanya aing teh minta dibeliin sama bapak kartu paket Axis, karena kebetulan jaringan Telkomsel dirumah lg\xe2\x80\xa6 https://t.co/wEW0XThKdD'"
2021-07-18 02:23:52,Telkomsel,Indonesia,"b'@mrsry88 Hai, Kak. Mengenai tarif saat ini sudah ada penyesuaian tarif yang mengacu kepada besaran biaya penggelara\xe2\x80\xa6 https://t.co/6kjgKiLkTg'"
2021-07-18 02:07:16,vidio,Indonesia,b'5 Hari Menuju Awal Perjuangan \xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nDukung dan saksikan aksi atlet Indonesia di Olimpiade Tokyo 2020. Pastikan kamu g\xe2\x80\xa6 https://t.co/CmHEFiQE2D'
2021-07-18 01:27:30,Telkomsel,Indonesia,"b'@MF27AF Baik, Kak Arif. Untuk paket Suprise Deal nonton tidak ada urutan dalam pemakaian ya. Paket Suprise Deal ter\xe2\x80\xa6 https://t.co/3pp1YoX60d'"
2021-07-18 01:26:47,Telkomsel,Indonesia,"b'@sasya_aisya Hai, Kak Ayu. Mohon maaf ya, mengenai keluhan tidak sinyal, apakah sebelumnya sudah mencoba refresh de\xe2\x80\xa6 https://t.co/Zk2UvTfEJB'"
2021-07-18 01:26:04,Telkomsel,Indonesia,"b'@trisadewo_sigit @AiiRambe Hai, Kak Sigit. Mohon maaf ya, mengenai keluhan sinyal tidak stabil, apakah sebelumnya s\xe2\x80\xa6 https://t.co/ReQgswTHQs'"
2021-07-18 01:25:15,Telkomsel,Indonesia,"b'@rizhiq_karto Halo, Kak Karto. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumnya sudah men\xe2\x80\xa6 https://t.co/DWSMToMfV5'"
2021-07-18 00:33:04,rizhiq_karto,Universitas Jenderal Soedirman,"b'@Telkomsel gmna nih, skrg kok lemot banget jaringan y, pdahal kuota pokok masih banyak, apalagi menggunakan kuota g\xe2\x80\xa6 https://t.co/Xg9YvxF855'"
2021-07-18 00:14:24,Telkomsel,Indonesia,"b'@notyourspidey @IndiHome Halo, Kak Eligor. Mohon maaf ya, mengenai keluhan koneksi internet lambat, apakah sebelumn\xe2\x80\xa6 https://t.co/FyMGmp7vOh'"
2021-07-17 22:44:00,IdidJunaedi,Pemalang,"b'Solusi yang tak ada jaringan Indihome, pakai Telkomsel ORBIT  klik aja  https://t.co/Fn6JejmZaZ https://t.co/uyjQFZrgBU'"
2021-07-17 22:26:41,DiskominfoMKS,Kota Makassar,"b'RT @kemkominfo: Halo Sobatkom! setelah kominfo memberikan Surat Keterangan Laik Operasi (SKLO) 5G untuk @Telkomsel dan @IndosatOoredoo , mu\xe2\x80\xa6'"
2021-07-17 18:53:14,xLivingWorldx,,b'@byu_id Min jaringan jakarta barat tlg di kuatkan. Sy smpt stop beli 1th. Ini sy beli lagi paket 75gb. Gila min lem\xe2\x80\xa6 https://t.co/Upm4A0aZs0'
2021-07-17 18:14:56,Telkomsel,Indonesia,"b'@ursoupp Mohon Maaf, Kak. Mimin cek dari capture yang diberikan, paket 4G Ceria hanya dapat digunakan di jaringan 4\xe2\x80\xa6 https://t.co/Mt4su3tLaT'"
2021-07-17 17:32:17,Telkomsel,Indonesia,"b'@twtiareew Maaf Kak Windi, jadi ga nyaman. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomati\xe2\x80\xa6 https://t.co/k5Pn0pGzN8'"
2021-07-17 17:28:28,Telkomsel,Indonesia,"b'@chocochipday Hai, Kak. Maaf ya. Mengenai kendala sinyal, silahkan mencoba untuk refresh jaringan di HPnya dengan c\xe2\x80\xa6 https://t.co/xeexIpJzYU'"
2021-07-17 17:26:28,RezahSitorus,,b'@Telkomsel Bapak kau maaf bolak balik gtu terus ngntd tetap sama aja jaringan'
2021-07-17 17:05:38,nino_na_tris,"Kuningan, Jawa Barat","b'@Telkomsel help me...sinyalnya ada, penuh tapi jaringan internetnya kenapa begitu sangat menyebalkan? bahkan buka twitter pun sulit sekali'"
2021-07-17 16:35:08,Telkomsel,Indonesia,b'@HeraHumairah Maaf Kak Hera. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal\xe2\x80\xa6 https://t.co/PKz9WrPq5e'
2021-07-17 16:17:21,Telkomsel,Indonesia,b'@zianti_tania Maaf Kak Zianti. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun siny\xe2\x80\xa6 https://t.co/L2cXUIk9Vx'
2021-07-17 16:07:34,Telkomsel,Indonesia,"b'@kharismasiu @IndiHome Hai, Kak Kharisma. Maaf ya. Terkait kendala sinyal, apakah sudah setting jaringan dari otoma\xe2\x80\xa6 https://t.co/e0nAMm27if'"
2021-07-17 16:02:35,Telkomsel,Indonesia,b'@st_boanerges Maaf Kak Boanerges. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun s\xe2\x80\xa6 https://t.co/aavEaALqWS'
2021-07-17 15:44:29,sukamakanudang,,"b'@Telkomsel jaringannya jelek lagi nih. Saya udah pindah mode jaringan, reboot dan segala macam. Masih belum bagus s\xe2\x80\xa6 https://t.co/P3F6MqKUHx'"
2021-07-17 15:32:25,Telkomsel,Indonesia,"b'@Eqsurvey Hai, Kak. Maaf ya. Mengenai kendala sinyal,silahkan mencoba untuk refresh jaringan di HPnya dengan cara m\xe2\x80\xa6 https://t.co/mnx34uYNk3'"
2021-07-17 15:21:54,Telkomsel,Indonesia,b'@_nandaPr Maaf Kak Nanda. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal te\xe2\x80\xa6 https://t.co/dPqiiD6xXd'
2021-07-17 15:20:05,Telkomsel,Indonesia,b'@gnocnap Maaf Kak Reza. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/uX42JHM5KW'
2021-07-17 15:14:24,Telkomsel,Indonesia,b'@usanokuki Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tetap b\xe2\x80\xa6 https://t.co/kre2OOecD2'
2021-07-17 15:10:58,usanokuki,,b'@Telkomsel ini kenapa jaringan down'
2021-07-17 15:05:57,Telkomsel,Indonesia,b'@whyni___ Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal tetap be\xe2\x80\xa6 https://t.co/mPuxlPWo5k'
2021-07-17 14:50:31,Telkomsel,Indonesia,b'@Ahmadanni Maaf Kak Danni. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal t\xe2\x80\xa6 https://t.co/GQ0HaiZyJ3'
2021-07-17 14:48:52,Ahmadanni,Kandangan-Banjarbaru no 66,b'@Telkomsel kenapa selalu lemot sih??? Beli paket mahal-mahal tapi kualitas jaringan kaya taiiik'
2021-07-17 14:38:55,Telkomsel,Indonesia,"b'@iduplagilah Hai, Kak. Maaf ya. Jika sinyal lemah, udah coba pindahin jaringan dari otomatis ke manual dan kembalik\xe2\x80\xa6 https://t.co/nio1lb3rDU'"
2021-07-17 14:36:02,andilist_,,"b'@Telkomsel uda restart berkali kali , uda matikan jaringan , cari jaringan manual tetap sama'"
2021-07-17 14:34:54,Telkomsel,Indonesia,"b'@MhrZain @Tiara18384237 Hai, Kak Zaini. Maaf ya. Terkait kendala jaringan tidak stabil, apakah sudah setting jaring\xe2\x80\xa6 https://t.co/uT4zqmJ4sa'"
2021-07-17 14:30:45,MhrZain,,"b'@Telkomsel @Tiara18384237 Persis mba ini kendala saya. Tiba-tiba jaringan jadi 2G, udah di restart on/off tetep sam\xe2\x80\xa6 https://t.co/Rfnz0UqmdI'"
2021-07-17 14:28:33,DaimanIsmail,,b'Kok Telkomsel makin banyak gratisan makin lemot ya.. katanya jaringann elite.. apa cuman katanya juga jaringan bagus \xf0\x9f\x98\x8c'
2021-07-17 14:25:34,Telkomsel,Indonesia,b'@shbatambayar Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/Vy59n2lSuD'
2021-07-17 14:20:52,shbatambayar,"Ciamis, Indonesia","b'@Telkomsel jaringan nya lagi down apa gimanaa ini, kasih kepastian dong jgn di ghosting mulu'"
2021-07-17 14:12:09,Telkomsel,Indonesia,"b'@maulana1976 Hi, Kak Maulana. Jika HP sudah support, kartu sudah USIM (kartu 4G) dan wilayah sudah ter-cover jaring\xe2\x80\xa6 https://t.co/sxgFaErbAc'"
2021-07-17 14:09:41,apakabar_u,,"b'Elah telkomsel, beli kuota mahal2 jaringan ttp aja jelek\xf0\x9f\x98\xb6'"
2021-07-17 14:09:25,Tiara18384237,,"b'@Telkomsel Tolong jaringan diperbaiki lagi min, harus sejalan dengan biaya yang kami keluarkan, semenjak trouble be\xe2\x80\xa6 https://t.co/Zabavf3N6S'"
2021-07-17 14:09:09,Telkomsel,Indonesia,b'@peachylionxx Maaf Kak. Jika sudah setting jaringan dari otomatis ke manual lalu kembali otomatis namun sinyal teta\xe2\x80\xa6 https://t.co/S5fknozxKs'
2021-07-17 14:07:49,maulana1976,,b'@Telkomsel Min pengguna kartu halo apakah otomatis dapat layanan 5G jika memakai hp yang sudah support 5G?atau mest\xe2\x80\xa6 https://t.co/AAYk3rZGSz'
2021-07-17 14:05:43,indomiejumboo,"Bandar Lampung, Lampung",b'@Telkomsel Sudah bosen saya On Off jaringan tetep aja lelet jaringan internetnya'
